,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
154,33Acre 고덕,브런치,강동구,서울특별시 강동구 고덕동 584-8,"고급스러운, 점심식사, 저녁식사, 야외테라스, 정원, 반려동물동반",127.130435922027,37.5370222391813,카페
155,버거주의 강동역,"버거, 수제버거",강동구,서울특별시 강동구 천호동 450,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 셀프바, 주차",127.139999143206,37.5348132097042,음식점
156,바하마스 길동,"카페, 커피",강동구,서울특별시 강동구 길동 247,"차분한, 테이크아웃, 야외테라스, 바자리",127.128067401596,37.5251504520681,카페
157,페이보릿 버거 올림픽공원,"버거, 수제버거",강동구,서울특별시 강동구 성내동 469-4,"반려동물동반, 주차",127.129980454761,37.5489169186333,음식점
158,홍콩다방 마곡,"와플, 다방",강서구,서울특별시 강서구 마곡동 796-5,"이국적/이색적, 테이크아웃, 반려동물동반, 무료주차, 배달",126.833883095037,37.5595157170468,카페
159,르와조 마곡,"카페, 핸드드립커피",강서구,서울특별시 강서구 마곡동 797 에이스타워 120호,"깔끔한, 테이크아웃, 반려동물동반, 주차",126.827249959551,37.5688424911104,카페
160,쭌이네 생고기 마곡,"고깃집, 생고기",강서구,서울특별시 강서구 마곡동 757 D동 1층 101호,"존맛탱, 저녁식사, 포장가능, 연탄불, 반려동물동반, 야외좌석(테라스)",126.832400113969,37.5606235581316,음식점
161,카페 우드진 마곡,"카페, 커피",강서구,서울특별시 강서구 마곡동 772-5,"캐주얼한, 반려동물동반, 주차",126.834722616463,37.5604063584704,카페
162,커스텀커피 마곡점,"커피, 라떼",강서구,서울특별시 강서구 마곡동 796-6,"깔끔한, 테이크아웃, 반려동물동반",126.833883095037,37.5595157170468,카페
163,퍼플오션커피 마곡,"도넛, 우유",강서구,서울특별시 강서구 마곡동 797,"캐주얼한, 테이크아웃, 반려동물동반, 주차, 배달",126.843325592882,37.5387830618058,카페
164,올라솔 화곡동,"카페, 베이커리카페",강서구,서울특별시 강서구 화곡동 105-516,"여유로운, 반려동물동반, 배달",126.829245140395,37.5581167912649,카페
165,헬로우데어 마곡,"팬케이크, 카페",강서구,서울특별시 강서구 마곡동 799-11,"놀이방, 주차",126.838974383662,37.5577151017737,카페
166,브루클린커피 발산역,"커피, 스콘",강서구,서울시 강서구 내발산동 652 1층,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 주차, 배달",126.814311081839,37.5696916778337,카페
167,어보블커피 강서구,"커피, 카페",강서구,서울특별시 강서구 방화동 794 상가동 1층 1호,"느낌있는, 테이크아웃, 야외자리, 바자리, 반려동물동반, 배달",126.850178685519,37.5536831137212,카페
168,피스티스 강서구청,"멕시코음식, 퀘사디아",강서구,서울특별시 강서구 화곡동 1098-6,"지역주민이찾는, 점심식사, 저녁식사, 반려동물동반",126.822532533295,37.5709785990732,음식점
169,블리스냅 마곡,"말차테린느, 카페",강서구,서울특별시 강서구 방화동 197-7,"캐주얼한, 테이크아웃, 반려동물동반, 반려동물동반, 주차",126.834407717242,37.5604712394378,카페
170,김삼구 김치삼겹살 강서구,"고깃집, 김치삼겹살",강서구,서울특별시 강서구 마곡동 796-5,"힙한분위기, 점심식사, 저녁식사, 반려동물동반, 무료주차",126.79422627908,37.5424383868494,음식점
171,헤이더그린 강서구,"카페, 애견카페",강서구,서울특별시 강서구 오쇠동 115-11,"경관/야경이좋은, 정원, 반려동물동반, 반려동물동반, 무료주차",126.845000653017,37.5292629630067,카페
172,우리동네카페A 까치산역,"카페, 딸기요거트스무디",강서구,서울특별시 강서구 화곡동 901-13,"분위기좋은, 테이크아웃, 야외테라스, 주차, 배달",126.855895938225,37.5568633607741,카페
173,커피 한송이 가양역,"커피, 플라워카페",강서구,서울특별시 강서구 등촌동 641-11,"예쁜, 테이크아웃, 주차",126.832400113969,37.5606235581316,카페
174,플립커피로스터스 마곡,"커피, 로스",강서구,서울특별시 강서구 마곡동 772-5,"깔끔한, 반려동물동반, 반려동물동반, 주차, 배달",126.837581357751,37.5438126956022,카페
175,움라우트 카페 화곡동,"카페, 디저트",강서구,서울특별시 강서구 화곡동 1032-4,"감성적인, 테이크아웃, 야외테라스, 정원, 주차",126.834722616463,37.5604063584704,카페
176,베트남 쌍둥이 커피 공항동,"베트남커피, 반미",강서구,서울특별시 강서구 공항동 42-15 102,"예쁜, 테이크아웃, 주차, 배달",126.851270491269,37.5519499842139,카페
177,부엔디아 마곡,"스모어, 카페",강서구,서울특별시 강서구 마곡동 796-6,"예쁜, 테이크아웃, 주차",126.836790881371,37.5446298924613,카페
178,고기원칙 강서구청,"고깃집, 삼겹살",강서구,서울특별시 강서구 화곡동 1118-4,"깔끔한, 점심식사, 저녁식사, 셀프바, 주차, 배달",126.829047955742,37.5590215565363,음식점
179,공칠일 커피 화곡,"커피, 약과",강서구,서울특별시 강서구 화곡동 1024-14,"반려동물동반, 주차",126.828548234729,37.5581487577856,카페
180,더숲 마곡,브런치,강서구,서울특별시 강서구 마곡동 799-3,"캐주얼한, 점심식사, 셀프바, 반려동물동반, 무료주차, 배달",126.844145690078,37.542479504491,카페
181,더 왓에버 마곡역,"브런치, 와인",강서구,서울특별시 강서구 마곡동 799-17,"분위기좋은, 저녁식사, 반려동물동반, 주차",126.822806105088,37.5703678656393,카페
182,레코드피자 화곡점,피자,강서구,서울특별시 강서구 화곡동 98-60,"존맛, 반려동물동반, 배달",126.871880331002,37.5479680388751,음식점
183,두옹즈 마곡,"젤라또, 수제아이스크림",강서구,서울특별시 강서구 마곡동 327-43,"무방부제, 반려동물동반, 주차",126.866449721796,37.5527692953668,카페
184,카페 오알 염창역,"카페, 디저트",강서구,서울특별시 강서구 염창동 280-5,"분위기좋은, 반려동물동반",126.837266020351,37.5596228714829,카페
185,카페소금다방 등촌역,"카페, 다방",강서구,서울특별시 강서구 염창동 271,"깔끔한, 테이크아웃",126.826732160088,37.5679366832222,카페
186,조개깡패연구소 발산역,"조개찜, 조개",강서구,서울특별시 강서구 마곡동 797-14,"시끌벅적한, 저녁식사, 포장가능, 주차, 배달",126.837266020351,37.5596228714829,음식점
187,크라운호프 마곡나루점,맥주집,강서구,서울 강서구 마곡동 760-1,"가성비좋은, 반려동물동반, 주차",126.808109224979,37.5558909472488,음식점
188,런던스테이크 마곡,"스테이크, 파스타",강서구,서울특별시 강서구 마곡동 797-14,"캐주얼한, 점심식사, 저녁식사, 콜키지프리, 셀프코너, 반려동물동반",126.825637109758,37.5676581052389,음식점
189,김포공항플레이보6푸드코트 김포공항,"국밥, 푸드코트",강서구,서울특별시 강서구 공항동 1373,"저렴, 아침식사, 점심식사, 저녁식사, 반려동물동반, 주차",126.832202660216,37.5586846946816,음식점
190,막걸리싸롱 마곡나루점,"과일막걸리, 술집",강서구,서울특별시 강서구 마곡동 759-1,"비오는날, 저녁식사, 반려동물동반, 주차",126.836664494828,37.5411503313602,음식점
191,카페 그라운드타임 마곡,"카페, 스모어",강서구,서울특별시 강서구 마곡동 800-4,"반려동물동반, 주차",126.833803423125,37.5476896596451,카페
192,불량범생이포차 화곡,"참꼬막, 술집",강서구,서울특별시 강서구 화곡동 1067-18,"반려동물동반, 주차",126.815392600937,37.5720536180534,음식점
193,조엘의 커피&밀크 우장산,"커피, 딸기라떼",강서구,서울특별시 강서구 화곡동 1008-12 수명연립및수명연립덕현상가 1층,"반려동물동반, 배달",126.877425235008,37.5501995704814,카페
194,달퐁 신방화역,베이커리,강서구,서울특별시 강서구 방화동 281-38,"예쁜, 반려동물동반, 주차",126.854202217525,37.5559019001239,카페
195,동아풍천민물장어 염창역,"장어, 풍천민물장어",강서구,서울특별시 강서구 염창동 258-1,"국내산, 저녁식사, 놀이방, 발렛, 셀프바, 주차",126.837289552653,37.560199541368,음식점
196,연지다방 독산동,"카페, 다방",금천구,서울특별시 금천구 독산동 1041-3,"지역주민이찾는, 반려동물동반",126.91166579778,37.4520873872237,카페
197,BFF COFFEE 금천구,"카페, 디저트",금천구,서울특별시 금천구 시흥동 879-97,"테이크아웃, 반려동물동반",126.879011349247,37.4804212068725,카페
198,카페 멀스 시흥동,"카페, 커피",금천구,서울특별시 금천구 시흥동 220-29,"야외테라스, 주차",126.889893838057,37.4777195422213,카페
199,히카 가산,"커피, 크림커피",금천구,서울특별시 금천구 가산동 458-15,"이국적/이색적, 제로페이, 배달",126.908045747874,37.4525401783064,카페
200,텐마루 가산동,"이자카야, 창코나베",금천구,서울특별시 금천구 가산동 143-44,"맛있는안주, 반려동물동반, 주차",126.897091684015,37.4640965393214,음식점
201,피크니크 시흥은행나무점,"카페, 디저트",금천구,서울특별시 금천구 시흥동 835-17,"반려동물동반, 배달",126.904677764424,37.4428665683991,카페
202,달리는커피 독산점,"커피, 샌드위치",금천구,서울특별시 금천구 독산동 1009-74,"푸짐한, 테이크아웃, 배달",126.882507193785,37.479970085901,카페
203,위드어나드 시흥동,"스콘, 아인슈페너",금천구,서울특별시 금천구 시흥동 942-16,"예쁜, 테이크아웃, 반려동물동반",126.881535776774,37.4819822392891,카페
204,리가든 가산디지털점,"삼겹살, 고기집",금천구,서울 금천구 가산동 371-28 우림라이온스밸리A동 205호,"존맛, 점심식사, 저녁식사, 반려동물동반, 예약가능, 제로페이",126.899979928022,37.4751550476366,음식점
205,명가네삼겹살 가산디지털단지,"삼겹살, 생고기김치전골",금천구,서울특별시 금천구 가산동 459-11,"점심특선, 점심식사, 저녁식사, 대형룸, 무료주차",126.905612237437,37.4796080538747,음식점
206,아자아자 금천구,"카페, 커피",금천구,서울특별시 금천구 독산동 968-1 1층 아자아자,"분위기좋은, 반려동물동반",126.887039035132,37.4652670513297,카페
207,쑥국당 금천구,"디저트, 쿠키",금천구,서울특별시 금천구 독산동 876-17,"캐주얼한, 반려동물동반",126.894030916928,37.4737811384315,카페
208,커피주 가산디지털단지,"카페, 커피",금천구,서울특별시 금천구 가산동 687 대륭21차 101-1호,"예쁜, 테이크아웃, 주차, 배달",126.877794803331,37.4784200758892,카페
209,늘 카페 금천구,"카페, 다쿠아즈",금천구,서울특별시 금천구 가산동 153-9,"반려동물동반, 배달",126.903425133554,37.4649195526689,카페
210,코애식당 가산,"쌀국수, 베트남음식",금천구,서울특별시 금천구 가산동 776,"다양한메뉴, 예약가능, 제로페이, 발렛파킹, 배달",126.902641102772,37.4512376698832,음식점
211,꿀마니닭강정 독산점,닭강정,금천구,서울특별시 금천구 독산동 378-238,반려동물동반,126.88982572656,37.4663559410678,음식점
212,양지식당 시흥사거리,"삼겹살, 냉동삼겹살",금천구,서울특별시 금천구 시흥동 903-11,"노포, 저녁식사, 반려동물동반",126.896801292984,37.4610556426968,음식점
213,카페로드 독산역,"카페, 베이글",금천구,서울특별시 금천구 독산동 1003,"편안한카페, 테이크아웃",126.895929101806,37.4718521415131,카페
214,청년초밥 독산동,스시,금천구,서울특별시 금천구 독산동 1156,"저렴, 반려동물동반, 주차, 배달",126.900186566687,37.4617371924485,음식점
215,카페 자작나무 독산동,"카페, 월남쌈샤브샤브",금천구,서울특별시 금천구 독산동 296-9 문화정원1층,"예쁜, 테이크아웃, 야외테라스, 정원, 주차",126.906970274558,37.4643961160927,카페
216,88커피 독산동,"카페, 디저트",금천구,서울특별시 금천구 독산동 1064-25,"크리스마스, 테이크아웃, 주차, 배달",126.901658927773,37.4429125697942,카페
217,푸르토아 독산,"디저트, 카페",금천구,서울특별시 금천구 독산동 378-54,"친환경, 테이크아웃, 반려동물동반",126.902777458464,37.4659475257202,카페
218,카페시모 시흥유통상가점,카페,금천구,서울특별시 금천구 시흥동 984,"저렴, 반려동물동반, 주차, 배달",126.897250450783,37.4599188671036,카페
219,마왕족발 독산,"족발, 왕족발",금천구,서울특별시 금천구 독산동 1041,"정갈한, 반려동물동반, 주차, 배달",126.896898083651,37.4686846783797,음식점
220,카츠레츠 독산동,"돈가스, 카츠",금천구,서울특별시 금천구 독산동 1155 1층 139호,"존맛, 포장가능, 반려동물동반, 주차",126.896865576854,37.4679081590866,음식점
221,홍수계안동찜닭 독산동,"찜닭, 안동찜닭",금천구,서울특별시 금천구 독산동 291-7,"존맛, 놀이방, 포장가능, 주차, 배달",126.885090102235,37.4826579017674,음식점
222,매머드익스프레스 금천점,"커피, 카페",금천구,서울특별시 금천구 독산동 292-2,"저렴한, 테이크아웃, 주차, 배달",126.908059889464,37.4626842362992,카페
