,Unnamed: 0,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
221,221,카페롱 건대입구,"커피, 카페",광진구,서울특별시 광진구 화양동 18-5,"서민적인, 점심식사, 저녁식사, 야외테라스, 반려동물동반, 배달",127.068060255215,37.5329892543915,카페
222,222,츄로스 커피 아이스크림 자양동,"아이스크림, 츄러스",광진구,서울특별시 광진구 자양동 606-17,"존맛, 테이크아웃",127.076863838126,37.5595309726093,카페
223,223,쥬씨 차얌 뚝섬유원지점,"카페, 초코바나나",광진구,서울특별시 광진구 자양동 855,"저렴한가격, 테이크아웃",127.091542852371,37.5394290535764,카페
224,224,몽우 군자,"술집, 전통주",광진구,서울시 광진구 중곡동 631-11,"깔끔한, 저녁식사, 바자리, 반려동물동반, 배달",127.088980411414,37.5404206702829,음식점
225,225,하니지니케이크 구의동,"케이크, 레터링케이크",광진구,서울특별시 광진구 구의동 210-23,"감성적인, 반려동물동반, 주차, 배달",127.070541923764,37.5472348576638,카페
226,226,모트 (MOTT) 구의역,"카페, 디저트",광진구,서울특별시 광진구 구의동 222-45,"분위기좋은, 포장가능, 반려동물동반, 주차",127.065949586966,37.5411517126545,카페
227,227,홍콩포차 건대,"포차, 청어회",광진구,서울특별시 광진구 화양동 132-75,"존맛탱, 반려동물동반, 주차",127.091657712839,37.5533038043992,음식점
228,228,반둥식당 건대,"인도네시아음식, 미리짜",광진구,서울 광진구 자양동 17-1 커먼그라운드3층,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",127.087045206884,37.5599889098248,음식점
229,229,카페하임 아차산역,"카페, 쉬폰케이크",광진구,서울특별시 광진구 구의동 29-10 2층,"편안한, 반려동물동반",127.081749795085,37.5569389461645,카페
230,230,커피홍당무 중곡동,"커피, 카페",광진구,서울특별시 광진구 중곡동 56-16,"예쁜, 반려동물동반, 주차",127.075299259085,37.5331079373423,카페
231,231,Hello Transurfer 중곡동,"디저트, 디저트카페",광진구,서울특별시 광진구 중곡동 341-3,"반려동물동반, 주차, 배달",127.078899079545,37.5301565206178,카페
232,232,호니도니 자양점,돈가스,광진구,서울특별시 광진구 자양동 581-1,"깔끔한, 점심식사, 저녁식사, 셀프바, 주차, 배달",127.068094642412,37.5413180811406,음식점
233,233,부스터서울 광진구,"카페, 쥬스",광진구,서울특별시 광진구 자양동 639-5,"깔끔한, 테이크아웃, 주차",127.070467880883,37.5432298710817,카페
234,234,왕가탕후루 건대입구역점,"디저트, 탕후루",광진구,서울특별시 광진구 화양동 48-25,반려동물동반,127.066357605578,37.5419103960575,카페
235,235,카페 22 건대,"카페, 피맥",광진구,서울특별시 광진구 화양동 11-22,"빈티지, 점심식사, 저녁식사, 야외테라스, 주차, 배달",127.082294230457,37.5341417635963,카페
236,236,만경상회 건대본점,"술집, 하이볼",광진구,서울특별시 광진구 화양동 49-14,"시끌벅적한, 콜키지, 콜키지프리, 반려동물동반, 주차, 배달",127.077522954135,37.5571968693851,음식점
237,237,고래 자양동,"와인바, 와인",광진구,서울특별시 광진구 자양동 630-37 2층,"저렴한, 저녁식사, 콜키지",127.070774566525,37.5417117738918,음식점
238,238,라운지앤 군자,"카레, 돈까스",광진구,서울특별시 광진구 군자동 472-8,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 제로페이, 배달",126.957256596924,37.479252571459,음식점
239,239,뉴웨이브서울 건대,"와인바, 와인",광진구,서울특별시 광진구 화양동 5-56,"인스타감성, 반려동물동반",126.953487329443,37.4792776374547,음식점
240,240,뉴욕택시디저트 샤로수길,"커피, 디저트카페",관악구,서울 관악구 봉천동 1664-16,"가성비좋은, 테이크아웃, 배달",126.957397916893,37.4806517995691,카페
241,241,오후의과일 샤로수길,"카페, 수플레",관악구,서울특별시 관악구 봉천동 1599-4,"예쁜, 점심식사, 바테이블, 주차",126.927785525345,37.4830567100847,카페
242,242,파고 서울대입구,"이탈리아음식, 와인바",관악구,서울특별시 관악구 봉천동 1671-35 신화로즈빌 1층 105호,"조용한, 저녁식사, 반려동물동반, 배달",126.95598493572,37.4782563992028,음식점
243,243,카페신림 신림,카페,관악구,서울특별시 관악구 신림동 1639-59 카페신림,"조용한분위기, 반려동물동반, 반려동물동반",126.957071189318,37.4810171305574,카페
244,244,남도반주 봉천동,"한식주점, 막걸리",관악구,서울특별시 관악구 봉천동 1613-5,"분위기좋은, 저녁식사, 예약필수, 배달",126.92505004095,37.490539138855,음식점
245,245,코어 봉천동,"커피, 카페",관악구,서울특별시 관악구 봉천동 1671-4,"조용한, 테이크아웃, 반려동물동반",126.963989512598,37.4758177343044,카페
246,246,폴바셋 롯데백화점 관악점,"아이스크림, 아이스크림라떼",관악구,서울시 관악구 봉천동 729-22 롯데백화점 관악점1층,"깔끔한, 테이크아웃, 무료주차",126.928492764251,37.4848118540908,카페
247,247,푀유 파티세리 봉천동,"디저트, 파티세리",관악구,서울특별시 관악구 봉천동 1632-13,"깔끔한, 테이크아웃, 주차",126.9569943826,37.4781247730485,카페
248,248,조개특별시 신림,"조개찜, 조개",관악구,서울특별시 관악구 신림동 1433-23,"푸짐한, 셀프바, 배달",126.958510164614,37.4774540629792,음식점
249,249,나에게오는길 샤로수길,"카페, 디저트",관악구,서울특별시 관악구 봉천동 1621-2,"예쁜, 좌식, 반려동물동반",126.914016335794,37.4831757054857,카페
250,250,에르디 샤로수길,"카페, 크림커피",관악구,서울특별시 관악구 봉천동 1626-30,"분위기좋은, 점심식사, 테이크아웃, 야외테라스, 반려동물동반, 바테이블",126.955596330696,37.4790691444087,카페
251,251,카페온정 신대방역,"카페, 브라우니",관악구,서울특별시 관악구 신림동 530-28,"아늑한분위기, 테이크아웃, 야외테라스, 반려동물동반, 배달",126.954721446779,37.4796986178163,카페
252,252,멘쇼우라멘 샤로수길,"라멘, 마제소바",관악구,서울특별시 관악구 봉천동 1612-6,"캐주얼한, 점심식사, 저녁식사, 바자리, 주차",126.956030997438,37.482420159432,음식점
253,253,마왕족발 샤로수길,"족발, 왕족발",관악구,서울특별시 관악구 봉천동 1602-37,"존맛, 저녁식사, 반려동물동반, 배달",126.916647344444,37.4855128241237,음식점
254,254,메이브커피숍 샤로수길,"커피, 카페",관악구,서울특별시 관악구 봉천동 63-19,"빈티지, 반려동물동반, 배달",126.937833347958,37.4683974100695,카페
255,255,까페달달스콘 관악구,"카페, 스콘",관악구,서울특별시 관악구 신림동 503-4,"사진찍기좋은, 테이크아웃, 반려동물동반, 주차",126.952076815629,37.4796278366531,카페
256,256,마약타코야끼 관악구,"타코야끼, 분식",관악구,서울특별시 관악구 신림동 246-46,"반려동물동반, 주차, 배달",126.928101852636,37.4896908448767,음식점
257,257,커피빈 서울대입구역,"커피, 샤케라토",관악구,서울특별시 관악구 봉천동 863-13,"깔끔한, 아침식사, 점심식사, 저녁식사, 반려동물동반",126.96795054236,37.4729384361963,카페
258,258,메가커피 당곡역점,"커피, 블루레몬에이드",관악구,서울특별시 관악구 봉천동 971-4 104호,"가성비좋은, 테이크아웃",126.955551734751,37.4799188694079,카페
259,259,곳간집 낙성대,"디저트, 몽블랑",관악구,서울특별시 관악구 봉천동 1641-31,"반려동물동반, 예약가능",126.929148252802,37.4829725700245,카페
260,260,사담 샤로수길,브런치,관악구,서울특별시 관악구 봉천동 1601-22 5층,"캐주얼한, 아침식사, 점심식사, 저녁식사, 반려동물동반, 반려동물동반",126.930179204751,37.4864583739137,카페
261,261,신사리뮤직포차 신림,"포차, 닭도리탕",관악구,서울특별시 관악구 서원동 1638-25,"8090, 저녁식사, 24시간영업, 반려동물동반",126.93356263521,37.4854954353626,음식점
262,262,모녀 신림,"요리주점, 술집",관악구,서울특별시 관악구 신림동 1423-4,"예쁜, 반려동물동반",126.95616193232,37.4785362284103,음식점
263,263,낮부엉이 신림,"술집, 맥주",관악구,서울특별시 관악구 신림동 1409-12,"분위기좋은, 바깥자리, 배달",126.959298484999,37.4758168422435,음식점
264,264,오늘그대와 샤로수길,"파스타, 새우로제리조또",관악구,서울특별시 관악구 봉천동 1612-30,"깔끔한, 점심식사, 저녁식사, 반려동물동반",126.976394687048,37.4759344810791,음식점
265,265,오페라빈로스터스 낙성대,"카페, 로스터리카페",관악구,서울특별시 관악구 봉천동 300-19,"분위기좋은, 저녁식사, 반려동물동반, 배달",126.913706583153,37.48284309764,카페
266,266,리버벨 사당역,"카페, 아인슈페너",관악구,서울특별시 관악구 남현동 1057-5,"깔끔한, 테이크아웃, 바자리, 주차, 배달",126.913873526885,37.4835773611171,카페
267,267,인투커피 신대방역,"커피, 카페",관악구,서울특별시 관악구 신림동 530-1 신대방 노블루체,"예쁜, 바테이블, 주차, 배달",126.955500757284,37.4795168199346,카페
268,268,프로젝트서울 샤로수길,"카페, 밀크티",관악구,서울특별시 관악구 봉천동 1601-29,"예쁜, 반려동물동반, 배달",126.946785676344,37.4875743594833,카페
269,269,달쫀 봉천점,"떡볶이, 즉석떡볶이",관악구,서울특별시 관악구 봉천동 493-4,"존맛, 점심식사, 반려동물동반, 배달",126.954843714309,37.4779233158983,음식점
270,270,왓어원더 샤로수길,"카페, 소금빵",관악구,서울특별시 관악구 봉천동 1610-19 1층 카페,"조용한, 반려동물동반, 배달",126.937162372081,37.4732096222737,카페
271,271,블랙567 서울대점,"술집, 카페",관악구,서울특별시 관악구 신림동 120-32,"분위기좋은, 반려동물동반, 주차, 배달",126.951239855907,37.4776902341186,카페
272,272,매머드 익스프레스 관악구청점,"커피, 카페",관악구,서울특별시 관악구 봉천동 1589-9 104호,"반려동물동반, 주차",126.914791675256,37.4814320046985,카페
273,273,투달러커피 난곡사거리점,"커피, 카페",관악구,서울특별시 관악구 신림동 1569-2,"예쁜, 점심식사, 반려동물동반, 배달",126.952801396056,37.4787514463398,카페
274,274,음주가의책방 서울대입구,"bar, 북카페",관악구,서울특별시 관악구 봉천동 1598-17 지하1층,"조용한, 반려동물동반",126.955260275954,37.4785776972725,카페
275,275,듀레스트 샤로수길,"디저트, 케이크",관악구,서울특별시 관악구 봉천동 1610-3,"크리스마스, 반려동물동반",126.927764430283,37.4847685230447,카페
276,276,꼬주막 신림,"꼬막, 꼬막요리",관악구,서울특별시 관악구 신림동 1433-69 지하1층,"숙취해소, 반려동물동반",126.954101839968,37.4779211379258,음식점
277,277,카페 청신호 샤로수길,"카페, 크로플",관악구,서울특별시 관악구 봉천동 1605-7,"빈티지, 테이크아웃",126.954297297728,37.4829605572572,카페
278,278,가온길 서울대입구역,"빙수, 카페",관악구,서울특별시 관악구 봉천동 851-3,"캐주얼한, 테이크아웃, 배달",126.957264861004,37.4802262049443,카페
279,279,파라다이스 온다 서울대입구,"맥주, 칵테일",관악구,서울특별시 관악구 봉천동 1673-7,"분위기좋은, 반려동물동반",127.070918324144,37.5417686308169,음식점
280,280,카페 아르무아 건대,"카페, 디저트",광진구,서울특별시 광진구 화양동 5-32,"예쁜, 반려동물동반",127.10215601707,37.5477257589672,카페
281,281,다야 아차산,"도토리묵, 칼제비",광진구,서울특별시 광진구 광장동 258-18,"서민적인, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스)",127.08957508345,37.5503110262375,음식점
282,282,안다즈커피 아차산역,"커피, 카페",광진구,서울특별시 광진구 구의동 75-26,"예쁜, 야외테라스, 반려동물동반, 무료주차",127.07630456912,37.5517132907397,카페
283,283,보난자커피 군자점,"커피, 카페",광진구,서울특별시 광진구 군자동 270,"깔끔한, 점심식사, 반려동물동반, 무료주차",127.081137718681,37.5635976436835,카페
284,284,테일러김밥 중곡동,"김밥, 김밥집",광진구,서울특별시 광진구 중곡동 229-15,"캐주얼한, 아침식사, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",127.107505550464,37.5468104606425,음식점
285,285,크림베이글 광진구,"베이글, 무화과",광진구,서울특별시 광진구 광장동 320-6,"캐주얼한, 아침식사, 점심식사, 반려동물동반",127.080290453189,37.5581525995535,카페
286,286,마우로아 군자,"비스트로, 레스토랑",광진구,서울특별시 광진구 중곡동 158-24,"고급스러운, 저녁식사, 콜키지, 바자리, 반려동물동반",127.065949586966,37.5411517126545,음식점
287,287,인덱스 건대,"카페, 북카페",광진구,서울특별시 광진구 자양동 17-1 커먼그라운드 3F,"예쁜, 반려동물동반, 주차",127.073156623159,37.545848611709,카페
288,288,테라코타 건대,"카페, 라떼",광진구,서울특별시 광진구 화양동 94-82,"빈티지, 테이크아웃, 반려동물동반, 배달",127.065949586966,37.5411517126545,카페
289,289,LITE LANE 건대,"카페, 루프탑",광진구,서울특별시 광진구 자양동 17-1,"깔끔한, 점심식사, 저녁식사, 야외테라스, 주차",127.062319004975,37.5346309836547,카페
290,290,Six Degrees Coffee 자양동,"카페, 커피",광진구,서울특별시 광진구 자양동 194-3 1층,"캐주얼한, 테이크아웃, 반려동물동반, 로스터리, 주차",127.065949586966,37.5411517126545,카페
291,291,아날로그키친 건대,"오징어, 빠네",광진구,서울특별시 광진구 자양동 17-1 커먼그라운드 3층,"깔끔한, 점심식사, 저녁식사, 야외테라스, 주차",127.080902462658,37.5550668068549,음식점
292,292,어머이밥상 군자역,"백반, 백반집",광진구,서울특별시 광진구 능동 224-15,"정갈한, 점심식사, 반려동물동반, 발렛파킹, 배달",127.107637877969,37.5470765851595,음식점
293,293,피오디디 광장동,"카페, 디저트",광진구,서울특별시 광진구 광장동 322-14,"깔끔한, 반려동물동반",127.088496282495,37.5526134390271,카페
294,294,후문 카페 아차산역,"카페, 브런치",광진구,서울특별시 광진구 능동 256-13,"지역주민이찾는, 점심식사, 저녁식사, 야외테라스, 정원, 셀프바",127.073488422048,37.5452897863237,카페
295,295,환원당 건대,"카페, 루프탑",광진구,서울특별시 광진구 화양동 94-25,"예쁜, 야외테라스, 정원",127.077314918419,37.5572887273049,카페
296,296,카페 인소드 군자역,"카페, 디저트",광진구,서울특별시 광진구 군자동 472-6,"차분한, 아침식사, 점심식사, 테이크아웃, 반려동물동반, 배달",127.089584379074,37.5551463138461,카페
297,297,푸쉬 커피 아차산,"커피, 카페",광진구,서울 광진구 중곡동 91-55,"존맛탱, 테이크아웃, 반려동물동반, 예약가능",127.107277163683,37.5467899453857,카페
298,298,버터버거 광장동,"버거, 수제버거",광진구,서울특별시 광진구 광장동 317-1,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 무료주차, 배달",127.073137136773,37.5467516048313,음식점
299,299,재즈라운지 건대,"칵테일, 재즈바",광진구,서울특별시 광진구 화양동 111-25,"분위기좋은, 저녁식사, 라이브공연, 재즈공연, 바자리",127.067783246467,37.5431909877545,음식점
300,300,질서정연 건대,"술집, 와인바",광진구,서울특별시 광진구 화양동 46-1,"가성비좋은, 반려동물동반, 배달",127.069968240678,37.5477648961168,음식점
301,301,카페롱 건대입구,"커피, 카페",광진구,서울특별시 광진구 화양동 18-5,"서민적인, 점심식사, 저녁식사, 야외테라스, 반려동물동반, 배달",127.078441342845,37.5322166943297,카페
302,302,츄로스 커피 아이스크림 자양동,"아이스크림, 츄러스",광진구,서울특별시 광진구 자양동 606-17,"존맛, 테이크아웃",127.068060255215,37.5329892543915,카페
303,303,쥬씨 차얌 뚝섬유원지점,"카페, 초코바나나",광진구,서울특별시 광진구 자양동 855,"저렴한가격, 테이크아웃",127.076863838126,37.5595309726093,카페
304,304,몽우 군자,"술집, 전통주",광진구,서울시 광진구 중곡동 631-11,"깔끔한, 저녁식사, 바자리, 반려동물동반, 배달",127.091542852371,37.5394290535764,음식점
305,305,하니지니케이크 구의동,"케이크, 레터링케이크",광진구,서울특별시 광진구 구의동 210-23,"감성적인, 반려동물동반, 주차, 배달",127.088980411414,37.5404206702829,카페
306,306,모트 (MOTT) 구의역,"카페, 디저트",광진구,서울특별시 광진구 구의동 222-45,"분위기좋은, 포장가능, 반려동물동반, 주차",127.070541923764,37.5472348576638,카페
307,307,홍콩포차 건대,"포차, 청어회",광진구,서울특별시 광진구 화양동 132-75,"존맛탱, 반려동물동반, 주차",127.065949586966,37.5411517126545,음식점
308,308,반둥식당 건대,"인도네시아음식, 미리짜",광진구,서울 광진구 자양동 17-1 커먼그라운드3층,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",127.091657712839,37.5533038043992,음식점
309,309,카페하임 아차산역,"카페, 쉬폰케이크",광진구,서울특별시 광진구 구의동 29-10 2층,"편안한, 반려동물동반",127.087045206884,37.5599889098248,카페
310,310,커피홍당무 중곡동,"커피, 카페",광진구,서울특별시 광진구 중곡동 56-16,"예쁜, 반려동물동반, 주차",127.081749795085,37.5569389461645,카페
311,311,Hello Transurfer 중곡동,"디저트, 디저트카페",광진구,서울특별시 광진구 중곡동 341-3,"반려동물동반, 주차, 배달",127.075299259085,37.5331079373423,카페
312,312,호니도니 자양점,돈가스,광진구,서울특별시 광진구 자양동 581-1,"깔끔한, 점심식사, 저녁식사, 셀프바, 주차, 배달",127.078899079545,37.5301565206178,음식점
313,313,부스터서울 광진구,"카페, 쥬스",광진구,서울특별시 광진구 자양동 639-5,"깔끔한, 테이크아웃, 주차",127.068094642412,37.5413180811406,카페
314,314,왕가탕후루 건대입구역점,"디저트, 탕후루",광진구,서울특별시 광진구 화양동 48-25,반려동물동반,127.070467880883,37.5432298710817,카페
315,315,카페 22 건대,"카페, 피맥",광진구,서울특별시 광진구 화양동 11-22,"빈티지, 점심식사, 저녁식사, 야외테라스, 주차, 배달",127.066357605578,37.5419103960575,카페
316,316,만경상회 건대본점,"술집, 하이볼",광진구,서울특별시 광진구 화양동 49-14,"시끌벅적한, 콜키지, 콜키지프리, 반려동물동반, 주차, 배달",127.082294230457,37.5341417635963,음식점
317,317,고래 자양동,"와인바, 와인",광진구,서울특별시 광진구 자양동 630-37 2층,"저렴한, 저녁식사, 콜키지",127.077522954135,37.5571968693851,음식점
318,318,라운지앤 군자,"카레, 돈까스",광진구,서울특별시 광진구 군자동 472-8,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 제로페이, 배달",127.070774566525,37.5417117738918,음식점
319,319,뉴웨이브서울 건대,"와인바, 와인",광진구,서울특별시 광진구 화양동 5-56,"인스타감성, 반려동물동반",127.066035035214,37.6618628504631,음식점
320,320,1986 baker 노원,"베이커리, 빵",노원구,서울특별시 노원구 상계동 430-21,"테이크아웃, 주차",127.062964042526,37.6578816507623,카페
321,321,노원집 노원역점,"냉동삼겹살, 돼지고기김치찌개",노원구,서울특별시 노원구 상계동 358-12,"저렴한가격, 반려동물동반, 주차, 배달",127.072934411975,37.6280382886101,음식점
322,322,미라쥬 양과점 공릉동,"마카롱, 마들렌",노원구,서울시 노원구 공릉동 362-12,"깔끔한, 테이크아웃, 무료주차, 배달",127.07670778226,37.6264008757691,카페
323,323,추운돼지 공릉역,"청국장, 냉삼",노원구,서울특별시 노원구 공릉동 504-20,"서민적인, 저녁식사, 반려동물동반",127.072942860447,37.6238161697459,음식점
324,324,이너모스트 공릉역,"카페, 밀크티",노원구,서울특별시 노원구 공릉동 494-4,"예쁜, 반려동물동반, 주차, 배달",127.077641521936,37.6227739731811,카페
325,325,위플랜트위커피 공릉동,"커피, 카페",노원구,서울 노원구 공릉동 587-1 2층,"예쁜, 반려동물동반",127.068446487716,37.657822105473,카페
326,326,별별장어 노원,"장어, 장어구이",노원구,서울특별시 노원구 상계동 176-21,"국내산, 발렛, 셀프바, 룸식당, 발렛파킹",127.065758804011,37.6559131020867,음식점
327,327,BAEBAE COFFEE 노원,"커피, 디저트",노원구,서울특별시 노원구 상계동 323-3,"예쁜, 반려동물동반, 주차, 배달",127.076618479503,37.6265850954439,카페
328,328,블루마일스커피로스터즈 공릉동,"커피, 로스",노원구,서울특별시 노원구 공릉동 392-21,"지역주민이찾는, 점심식사, 저녁식사, 반려동물동반, 배달",127.06728840477,37.6575948233495,카페
329,329,요거프레소 노원문화점,"빙수, 딸기",노원구,서울시 노원구 상계동 374-2,"깔끔한, 테이크아웃, 반려동물동반, 배달",127.077169127656,37.6253688551328,카페
330,330,파브커피 공릉역,"커피, 치즈케이크",노원구,서울시 노원구 공릉동 506-29 1층,"깔끔한, 반려동물동반, 제로페이, 주차",127.076531602513,37.6202963524306,카페
331,331,공덕리커피 태릉입구역,"커피, 카페",노원구,서울특별시 노원구 공릉동 592-26,"예쁜, 테이크아웃, 배달",127.062722871846,37.6578729496219,카페
332,332,카페 시즌 노원,"케이크, 카페",노원구,서울특별시 노원구 상계동 358-6 2층,"예쁜, 반려동물동반",127.076480153524,37.6252488417763,카페
333,333,그루브 커피 로스터스 공릉동,"커피, 로스",노원구,서울특별시 노원구 공릉동 509-12,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 셀프바, 반려동물동반",127.078100944508,37.6234024688784,카페
334,334,샹드마르스커피 공릉점,"카페, 디저트",노원구,서울특별시 노원구 공릉동 351-21,"서민적인, 반려동물동반, 무료주차, 배달",127.081180807666,37.6548442123912,카페
335,335,카페포레스트 불암산,"카페, 식물원카페",노원구,서울특별시 노원구 중계동 산101-45,"숲속, 야외테라스, 정원, 반려동물동반",127.079163132733,37.6229719902338,카페
336,336,차차 공릉동,"태국음식, 태국식당",노원구,서울특별시 노원구 공릉동 338-6,"예쁜, 점심식사, 저녁식사, 야외테라스, 바테이블, 반려동물동반",127.078334327833,37.6238668630707,음식점
337,337,플랫커피 공릉동,"커피, 카페",노원구,서울특별시 노원구 공릉동 349-8,"깔끔한, 개별룸, 반려동물동반, 바테이블",127.064611008072,37.6480265335589,카페
338,338,"달, 빛 상계동","토스트, 카페",노원구,서울특별시 노원구 상계동 205-1,"푸드트럭, 반려동물동반",127.070791892746,37.6531219191005,카페
339,339,버튼플레이 노원,"디저트, 카페",노원구,서울특별시 노원구 상계동 198-56,"지역주민이찾는, 반려동물동반, 주차, 배달",127.070972799597,37.6244656312387,카페
340,340,아늑한주방 공릉동,"스시, 숙성회",노원구,서울특별시 노원구 공릉동 404-8,"조용한, 저녁식사, 포장가능, 반려동물동반",127.057928152879,37.6333467503241,음식점
341,341,카페 오블루 월계역,"카페, 휘낭시에",노원구,서울특별시 노원구 월계동 270-19,"존맛, 반려동물동반, 주차, 배달",127.066035035214,37.6618628504631,카페
342,342,카페 만월경 노원정보도서관점,카페,노원구,서울특별시 노원구 상계동 430-21,반려동물동반,127.072945385819,37.6561812439276,카페
343,343,줄리에타 중계동,"커피, 플라워카페",노원구,서울특별시 노원구 중계동 445 염광아파트 단지 111호,"예쁜, 야외테라스, 반려동물동반, 주차",127.068053354165,37.6601846166714,카페
344,344,톨리커피 상계,"커피, 메론소다",노원구,서울특별시 노원구 상계동 389-371,"아늑한카페, 반려동물동반",127.064236546916,37.6485998535169,카페
345,345,카페 코스테스 노원,"카페, 디저트",노원구,서울시 노원구 상계동 205-4 한국성서대학교 밀알관1층,"조용한, 아침식사, 점심식사, 저녁식사, 야외테라스, 반려동물동반",127.069735388499,37.6552937356613,카페
346,346,금남커퓌 노원,"스콘, 카페",노원구,서울특별시 노원구 상계동 320-1,"캐주얼한, 아침식사, 점심식사, 야외테라스, 반려동물동반, 주차",127.066382239396,37.636849832574,카페
347,347,502세컨즈카페 하계,"브런치, 카페",노원구,서울특별시 노원구 하계동 270,"캐주얼한, 아침식사, 점심식사, 저녁식사, 반려동물동반, 주차",127.066116978796,37.6582876199606,카페
348,348,샛별제과 노원,"케이크, 다쿠아즈",노원구,서울특별시 노원구 상계동 397-4,"예쁜, 테이크아웃",127.067153244149,37.6590232267276,카페
349,349,푸욱 젤라또 노원,"젤라또, 디저트",노원구,서울특별시 노원구 상계동 389-50 1층 푸욱 젤라또,"아담한가게, 반려동물동반, 주차, 배달",127.076351913269,37.6267911436565,카페
350,350,리아트커피바 노원구,"커피, 에스프레소바",노원구,서울특별시 노원구 공릉동 392-25,"깔끔한, 바테이블",127.058060359718,37.6650734564125,카페
351,351,시골막걸리 마들역,"막걸리, 전집",노원구,서울특별시 노원구 상계9동 649-7,"비오는날, 저녁식사, 바깥자리, 주차",127.066365663569,37.6603700091607,음식점
352,352,지온 노원역,"카페, 디저트",노원구,서울특별시 노원구 상계동 407-40,"조용한, 반려동물동반, 주차, 배달",127.060823012766,37.6560450411963,카페
353,353,몽실디저트 노원,"디저트, 마카롱",노원구,서울시 노원구 상계동 693-1,"예쁜, 반려동물동반, 주차, 배달",127.056035444663,37.6763926352056,카페
354,354,케어프리 수락산역,"카페, 라떼",노원구,서울특별시 노원구 상계동 1119-22,"편안한분위기, 반려동물동반",127.077445712264,37.6198675166575,카페
355,355,메모아 공릉동,브런치,노원구,서울특별시 노원구 공릉동 633-7,"예쁜, 점심식사, 저녁식사, 반려동물동반, 주차",127.08168396095,37.620687620945,카페
356,356,메종그리즈 노원,"카페, 쿠키",노원구,서울특별시 노원구 공릉동 270-59,"친환경, 테이크아웃, 야외테라스, 반려동물동반",127.06552553273,37.6563753456019,카페
357,357,커피파는술집 노원,"술집, 커피",노원구,서울특별시 노원구 상계동 349-28,"서민적인, 반려동물동반",127.094059283864,37.6266220358769,카페
358,358,오스테리아 잭팟 서울여대,"파스타, 레스토랑",노원구,서울특별시 노원구 공릉동 27-19,"분위기좋은, 점심식사, 저녁식사, 개별룸, 야외테라스, 주차",127.07754507176,37.6235954665128,음식점
359,359,웅파이 공릉숲길점,"베이커리, 파이",노원구,서울특별시 노원구 공릉동 559-16,"국내산, 테이크아웃, 배달",127.038494464915,37.6477931489649,카페
360,360,카페 그리너리티 쌍문,"커피, 카페",도봉구,서울특별시 도봉구 창동 667-5,"예쁜, 테이크아웃, 반려동물동반, 반려동물동반, 배달",127.04376237036,37.6550782818331,카페
361,361,꿀소담 창동,카페,도봉구,서울시 도봉구 창동 269-4,"캐주얼한, 아침식사, 점심식사, 저녁식사, 야외테라스, 주차",127.033055453431,37.6478568760862,카페
362,362,마이머랭 쌍문역,"마카롱, 머랭",도봉구,서울특별시 도봉구 쌍문동 98-24,"가성비좋은, 반려동물동반, 주차, 배달",127.045243939262,37.6763083419923,카페
363,363,로로옴 도봉역,"카페, 루프탑",도봉구,서울특별시 도봉구 도봉동 92-71,"지역주민이찾는, 야외테라스, 반려동물동반, 편한의자",127.04373808872,37.6880513586398,카페
364,364,인디언소울 도봉산,"레스토랑, 캠핑식당",도봉구,서울특별시 도봉구 도봉동 293-2,"시끌벅적한, 저녁식사, 셀프바, 반려동물동반, 무료주차",127.031313931228,37.6777857835087,음식점
365,365,희서커피 도봉동,"커피, 카페",도봉구,서울특별시 도봉구 도봉동 475-3,"반려동물동반, 무료주차",127.037387677674,37.6576266500127,카페
366,366,문어주 쌍문동,"문어, 홍어",도봉구,서울특별시 도봉구 쌍문동 45-10,"가성비좋은, 저녁식사, 반려동물동반",127.040450189767,37.661882147092,음식점
367,367,몽상가 크레이프 방학동,"크레페, 크레이프",도봉구,서울특별시 도봉구 방학동 675-33,"깔끔한, 테이크아웃, 배달",127.036704457384,37.6579296846058,카페
368,368,버거브라더 도봉,"버거, 수제버거",도봉구,서울특별시 도봉구 쌍문동 45-7,"캐주얼한, 저녁식사, 셀프바, 반려동물동반, 무료주차, 배달",127.041778345535,37.6594302937513,음식점
369,369,카페 휴지 창동,"크로플, 카페",도봉구,서울특별시 도봉구 창동 749-16 106호,"조용한, 반려동물동반, 주차",127.040034507,37.6568710287918,카페
370,370,야끼니꾸골목 창동,"야끼니꾸, 화로구이",도봉구,서울특별시 도봉구 창동 731-72,"넓은공간, 저녁식사, 반려동물동반, 무료주차, 배달",127.048658044037,37.6876330896878,음식점
371,371,디어맘 도봉,"크로플, 카페",도봉구,서울특별시 도봉구 도봉동 644,"크리스마스, 테이크아웃, 야외자리, 반려동물동반, 주차, 배달",127.02334750133,37.6632570744371,카페
372,372,고려가든 방학동,포차,도봉구,서울특별시 도봉구 방학동 산63-1,"분위기좋은, 저녁식사, 야외자리, 무료주차",127.021080797454,37.662571494242,음식점
