,Unnamed: 0,가게명,메인메뉴,지역(구),구체적 위치,후기,x,y,카테고리1
511,511,모센즈 스위트 홍대,"터키, 카이막",마포구,서울특별시 마포구 서교동 403-3,"이국적/이색적, 테이크아웃, 배달",126.920766967832,37.5498106162913,음식점
512,512,타쿠미야 공덕,"베이커리, 식빵",마포구,서울 마포구 공덕동 476 공덕파크자이 102동 1층 6호,"깔끔한, 아침식사, 점심식사, 반려동물동반, 주차",126.947965377607,37.5448715926589,카페
513,513,후엘고 공덕,"커피, 카페",마포구,서울특별시 마포구 염리동 128-7,"지역주민이찾는, 반려동물동반, 주차, 배달",126.947926834584,37.5490384250398,카페
514,514,파크사이드 대흥역,"카페, 루프탑",마포구,서울특별시 마포구 대흥동 241-40,"조용한, 반려동물동반",126.943803044066,37.5463168697934,카페
515,515,벌스 가든 마포구,"카페, 플라워카페",마포구,서울특별시 마포구 연남동 246-22,"예쁜, 점심식사, 테이크아웃, 야외테라스, 정원",126.920584557959,37.565262503934,카페
516,516,헤이미쉬 연남동,"칵테일, 와인바",마포구,서울특별시 마포구 연남동 390-25,"예쁜, 반려동물동반",126.925566314877,37.561730240702,음식점
517,517,루나틱커피 홍대,"라떼, 카페",마포구,서울 마포구 동교동 189-6,"경관/야경이좋은, 바테이블",126.930328752852,37.5559703705935,카페
518,518,와이키키마켓 마포,"바베큐, 라면",마포구,서울특별시 마포구 상암동 1537-2,"경관/야경이좋은, 점심식사, 저녁식사, 예약필수, 야외바베큐, 반려동물동반",126.890040070544,37.5573178886331,음식점
519,519,비터스 홍대,"칵테일, 칵테일바",마포구,서울특별시 마포구 서교동 358-96,"예쁜, 반려동물동반",126.923032390205,37.5529152421171,음식점
520,520,파이홀 신촌,"디저트, 파이",서대문구,서울특별시 서대문구 창천동 57-61,"예쁜, 점심식사, 테이크아웃",126.935065048317,37.5570620157414,카페
521,521,페퍼민트 패티 연희동,"버거, 수제버거",서대문구,서울시 서대문구 연희동 192-29 1층,"캐주얼한, 점심식사, 저녁식사, 바테이블, 주차, 배달",126.927465326532,37.5662521708356,음식점
522,522,행복감 연희동,"그릭요거트, 카페",서대문구,서울 서대문구 연희동 192-28,"깔끔한, 테이크아웃, 반려동물동반",126.927573344626,37.5663327861753,카페
523,523,뱅센느 연희동,"브런치, 팬케이크",서대문구,서울시 서대문구 연희동 129-1,"캐주얼한, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",126.929147698342,37.5682482671633,카페
524,524,디폴트 밸류 연희동,"카페, 사이폰커피",서대문구,서울 서대문구 연희동 192-17 2층,"조용한, 반려동물동반, 주차",126.927357187783,37.5661794840851,카페
525,525,Coloured Bean 연희동,"커피, 라떼",서대문구,서울특별시 서대문구 연희동 129-6,"깔끔한, 테이크아웃, 야외자리",126.928976227827,37.5681117534102,카페
526,526,로라 증산역,"뇨끼, 파스타",서대문구,서울특별시 서대문구 북가좌동 341-24,"예쁜, 점심식사, 저녁식사, 반려동물동반, 야외좌석(테라스), 제로페이",126.912084003751,37.5849137443133,음식점
527,527,니도 로스터리 연희동,"카페, 커피",서대문구,서울특별시 서대문구 연희동 76-6,"예쁜, 로스터리, 주차",126.935803205374,37.5740481752868,카페
528,528,앤트러사이트 연희점,"카페, 커피",서대문구,서울특별시 서대문구 연희동 89-19,"조용한, 발렛, 무료주차",126.932898011553,37.5697483632001,카페
529,529,카페 뚤리 홍제,"카페, 디저트카페",서대문구,서울 서대문구 연희동 170-189,"조용한, 테이크아웃, 반려동물동반",126.934919952073,37.5790546069056,카페
530,530,인더게러지 연희동,"바베큐, 샌드위치",서대문구,서울특별시 서대문구 연희동 708-3,"빈티지, 반려동물동반, 주차",126.928923916341,37.5753951850744,음식점
531,531,밀스 연희동,"파스타, 우삼겹",서대문구,서울특별시 서대문구 연희동 130-1,"깔끔한, 점심식사, 반려동물동반",126.929523408714,37.5678625956565,음식점
532,532,타코로코 신촌점,"멕시칸요리, 부리또",서대문구,서울특별시 서대문구 창천동 53-20,"캐주얼한, 점심식사, 저녁식사, 콜키지프리, 배달",126.934632476255,37.5581147724363,음식점
533,533,희게 연희동,"브런치, 파스타",서대문구,서울특별시 서대문구 연희동 134-16,"깔끔한, 점심식사, 저녁식사, 바테이블",126.931902903447,37.5686415512763,카페
534,534,벤치 커피 스튜디오 신촌,"커피, 카페",서대문구,서울 서대문구 대현동 104-18 2층,"조용한, 반려동물동반",126.942309331026,37.5577779258224,카페
535,535,라우터커피 서대문구,"커피, 카페",서대문구,서울특별시 서대문구 연희동 115-7,"조용한, 테이크아웃, 바깥자리, 반려동물동반, 주차",126.927955518811,37.5689887045168,카페
536,536,푸어링아웃 연희동,"팬케익, 카페",서대문구,서울 서대문구 연희동 128-27,"조용한, 반려동물동반, 제로페이",126.928103977921,37.5672754619379,카페
537,537,데스툴 연희동,"카페, 디저트",서대문구,서울특별시 서대문구 연희동 90-16,"캐주얼한, 반려동물동반, 주차",126.931831341634,37.5695369191986,카페
538,538,마우디 연희동,"뇨끼, 파스타",서대문구,서울특별시 서대문구 연희동 132-18,"캐주얼한, 점심식사, 저녁식사, 반려동물동반",126.930164074073,37.5675010464376,음식점
539,539,롱앤쇼트 서대문구,카페,서대문구,서울특별시 서대문구 홍제동 361-30,"조용한, 테이크아웃, 칸막이, 반려동물동반, 반려동물동반",126.93722843089,37.5830608636057,카페
540,540,쏘울푸드 명지대,"떡볶이, 닭떡볶이",서대문구,서울특별시 서대문구 홍은동 401-1,"점심식사, 저녁식사, 반려동물동반",126.925230849873,37.581763291112,음식점
541,541,보틀라운지 연희동,"커피, 카페",서대문구,서울특별시 서대문구 연희동 708,"친환경, 테이크아웃, 반려동물동반, 반려동물동반",126.928489207173,37.5751664303571,카페
542,542,아워온즈 서대문구,"카페, 디저트",서대문구,서울특별시 서대문구 연희동 133-19,"깔끔한, 점심식사, 노키즈존, 무료주차",126.931250619407,37.5688346169525,카페
543,543,증가로커피공방 명지대,"커피, 스페셜티",서대문구,서울특별시 서대문구 남가좌동 2-9,"가성비좋은, 테이크아웃, 로스터리",126.923088838507,37.5843123564175,카페
544,544,래핑폭스 연희동,브런치,서대문구,서울특별시 서대문구 연희동 128-25,"예쁜, 테이크아웃, 반려동물동반, 반려동물동반, 배달",126.928352696813,37.5674723905882,카페
545,545,에어플레인 모드 신촌,칵테일바,서대문구,서울특별시 서대문구 창천동 13-36 2층,"예쁜, 저녁식사, 야외테라스, 반려동물동반, 주차",126.938699865928,37.5576744745349,음식점
546,546,에버렛 서대문구,"브런치, 비건",서대문구,서울특별시 서대문구 연희동 194-30,"다양한메뉴, 아침식사, 점심식사, 저녁식사, 테이크아웃, 바테이블",126.930188909358,37.5652682133376,카페
547,547,라 그릭 연희동,"그리스음식, 팔라펠",서대문구,서울특별시 서대문구 연희동 129-4,"예쁜, 반려동물동반",126.929212658243,37.5679028644426,음식점
548,548,에스크투데이 연희동,"카페, 비건디저트",서대문구,서울특별시 서대문구 연희동 191-4,"조용한, 테이크아웃, 반려동물동반",126.927246131243,37.5663139343734,카페
549,549,에스페란자 로스터즈 홍은동,"카페, 로스",서대문구,서울시 서대문구 홍은동 405-36,"이국적/이색적, 테이크아웃, 정원",126.928702419553,37.5774877908585,카페
550,550,샌드커피 논탄토 신촌,"카페, 샌드커피",서대문구,서울특별시 서대문구 창천동 30-11,"고급스러운, 바테이블",126.936279863659,37.5557487531581,카페
551,551,연남장 연희동,"브런치, 카페",서대문구,서울특별시 서대문구 연희동 218-15 1층,"조용한, 반려동물동반, 주차",126.927596880684,37.564352321425,카페
552,552,연희단팥죽 서대문구,"빙수, 단팥죽",서대문구,서울특별시 서대문구 연희동 129-15,"깔끔한, 칸막이, 반려동물동반, 주차, 배달",126.928911008195,37.567895385126,카페
553,553,카페 브라마솔레 연희동,"브런치, 카페",서대문구,서울특별시 서대문구 연희동 231-2 1층 카페 브라마솔레 (),"가정집, 바자리",126.932353874381,37.5681311262882,카페
554,554,메이커 명지대,"카페, 딸기",서대문구,서울특별시 서대문구 홍은동 341-6,"크리스마스, 반려동물동반, 배달",126.923172193633,37.5848365183151,카페
555,555,카페 위라이크 북가좌동,"휘낭시에, 카페",서대문구,서울특별시 서대문구 북가좌동 377-25,"조용한, 테이크아웃",126.909027494884,37.5774412918677,카페
556,556,이알커피 연희동,"커피, 카페",서대문구,서울특별시 서대문구 연희동 715-3,"조용한, 점심식사, 테이크아웃",126.930956999243,37.5764327153409,카페
557,557,폴센 명지대,"마카롱, 디저트",서대문구,서울특별시 서대문구 남가좌동 5-12,"반려동물동반, 주차",126.923238035503,37.5821295272416,카페
558,558,삐삐롱스 남가좌동,쿠키,서대문구,서울특별시 서대문구 남가좌동 296-13,"반려동물동반, 주차",126.913465869154,37.5697158069799,카페
559,559,커피 사피엔스 DMC에코자이점,카페,서대문구,서울특별시 서대문구 남가좌동 224-1,"가성비좋은, 테이크아웃, 반려동물동반, 주차, 배달",127.032197687327,37.4853759279344,카페
560,560,프릳츠 양재점,"커피, 빵",서초구,서울특별시 서초구 서초동 1363-10,"깔끔한, 아침식사, 점심식사, 반려동물동반",126.983414465857,37.4802199749579,카페
561,561,거북이 사당,"비건디저트, 카페",서초구,서울 서초구 방배동 454-2,"예쁜, 점심식사, 저녁식사, 테이크아웃, 반려동물동반",126.984640786676,37.4804098932568,카페
562,562,언니가 숨겨놓은 과자상자 사당,"디저트, 까눌레",서초구,서울특별시 서초구 방배동 464-12,"예쁜, 점심식사, 저녁식사, 테이크아웃, 배달",127.010120263995,37.4831407854316,카페
563,563,피제리아 호키포키 예술의전당,"피자, 치즈",서초구,서울시 서초구 서초동 1485-12,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 주차, 배달",126.997340738726,37.4988389921565,음식점
564,564,카페드리옹 서래마을,"카페, 밀푀유",서초구,서울특별시 서초구 반포동 106-9,"캐주얼한, 테이크아웃, 반려동물동반, 주차, 배달",126.985608776403,37.4793912440306,카페
565,565,리프레셔스 방배동,"커피, 카페",서초구,서울특별시 서초구 방배동 528-15,"깔끔한, 반려동물동반",127.02262927086,37.4675104948136,카페
566,566,카페 토다 양재,"베이글, 크림치즈",서초구,서울특별시 서초구 우면동 176-5,"예쁜, 아침식사, 점심식사, 저녁식사, 야외테라스, 발렛",126.99694920394,37.4883229683453,카페
567,567,몬탁 방배동,"베이커리, 카페",서초구,서울특별시 서초구 방배동 894-20,"지역주민이찾는, 점심식사, 테이크아웃, 바자리",126.990050988062,37.5021990853829,카페
568,568,스마일포차 구반포,포차,서초구,서울특별시 서초구 반포본동 1166,"서민적인, 저녁식사, 반려동물동반, 주차",127.03911387726,37.4848651314049,음식점
569,569,디 안다만 양재역,태국음식,서초구,서울특별시 서초구 양재동 1-26,"이국적/이색적, 점심식사, 저녁식사, 야외테라스, 정원, 주차",126.98378094848,37.47839250871,음식점
570,570,릿잇타미 사당역,"수제버거, 햄버거",서초구,서울특별시 서초구 방배동 451-31,"캐주얼한, 점심식사, 저녁식사, 셀프코너, 주차, 배달",126.997616867658,37.4962762652642,음식점
571,571,푸드더즈매터 서래마을,"비건, 비건레스토랑",서초구,서울특별시 서초구 반포동 97-5,"캐주얼한, 점심식사, 저녁식사, 발렛가능, 발렛, 발렛파킹",126.998253432648,37.4956270109301,음식점
572,572,핀카페 서래마을,"카페, 베이커리",서초구,서울특별시 서초구 반포동 88-7 1층 fin,"분위기좋은, 발렛, 발렛파킹, 배달",126.983815185237,37.4790072720999,카페
573,573,올웨이즈온 사당역,브런치,서초구,서울특별시 서초구 방배동 451-33,"푸짐한, 점심식사, 저녁식사, 테이크아웃, 야외테라스, 배달",127.018464453311,37.5159563133486,카페
574,574,매니아스트리트 신사역,"칵테일, 칵테일바",서초구,서울특별시 서초구 잠원동 14-13,"분위기좋은, 바자리",126.983229521563,37.4806294574921,음식점
575,575,남미 플랜트랩 사당,"비건, 비건식당",서초구,서울특별시 서초구  방배동 455-20,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반",126.995880091916,37.4886163941702,음식점
576,576,노스티모 방배동,"와인바, 그리스레스토랑",서초구,서울특별시 서초구 방배동 880-14 2층 201호,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 배달",127.040371701598,37.4770084505841,음식점
577,577,앨리스프로젝트 양재천,"디저트, 스프",서초구,서울특별시 서초구 양재동 95-10,"깔끔한, 테이크아웃, 셀프바, 바자리",127.058556635711,37.4486567221817,카페
578,578,세컨클락 청계산,"카페, 커피",서초구,서울특별시 서초구 신원동 263-6,"경관/야경이좋은, 반려동물동반, 주차",127.039747957867,37.4761177437117,카페
579,579,세컨브레스 양재천,카페,서초구,서울특별시 서초구 양재동 98-4,"깔끔한, 테이크아웃, 반려동물동반, 반려동물동반, 무료주차",126.983423153973,37.4792755383207,카페
580,580,수프링 서초구,"수프, 파니니",서초구,서울특별시 서초구 방배동 451-1,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 배달",126.983787254992,37.4785067575689,음식점
581,581,생각이나서 사당,"카페, 디저트",서초구,서울특별시 서초구 방배2동 451-23,"캐주얼한, 아침식사, 테이크아웃, 야외테라스, 바테이블, 배달",127.012441260403,37.4886823053216,카페
582,582,공미학 교대역,"카페, 루프탑",서초구,서울특별시 서초구 서초동 1564-1 그룹메가타워 1F,"예쁜, 아침식사, 개별룸, 대형룸, 반려동물동반, 무료주차",127.017891293273,37.4931533059396,카페
583,583,아워헤르츠 교대역,"카페, 티라미수",서초구,서울특별시 서초구 서초동 1667-15,"아늑한, 반려동물동반, 주차",126.990682460716,37.4934056742431,카페
584,584,밤부 베이커리&브루잉 서래 서래마을,"베이커리, 브루잉",서초구,서울특별시 서초구 방배동 796-27,"깔끔한, 야외테라스, 주차",127.025266987509,37.5008260118192,카페
585,585,카페슬로우 강남역,"술집, 칵테일바",서초구,서울특별시 서초구 서초동 1308-12,"캐주얼한, 저녁식사, 테이크아웃, 야외자리, 좌식",126.993898519186,37.4897349096102,음식점
586,586,모먼트 모던 이터리 내방역,"브런치, 오믈렛",서초구,서울특별시 서초구 방배동 850-27,"예쁜, 점심식사, 반려동물동반, 무료주차",127.008035056132,37.4898045319242,카페
587,587,피에프창 서초점,"중식, 퓨전중식당",서초구,서울특별시 서초구 서초동 1540-1,"고급스러운, 야외테라스, 콜키지프리, 주차, 배달",126.984225331618,37.4818293782054,음식점
588,588,요굿트 사당,그릭요거트,서초구,서울특별시 서초구 방배동 436-28,"깔끔한, 테이크아웃, 배달",126.985089243496,37.4772603824048,카페
589,589,카페 아뜰리에 사당,"카페, 수플레",서초구,서울특별시 서초구 방배동 448-5,"예쁜, 반려동물동반, 반려동물동반, 배달",127.056178325279,37.4431085296051,카페
590,590,상락원 청계밥상 청계산,"파전, 시래기",서초구,서울특별시 서초구 원지동 415-2,"가성비좋은, 점심식사, 반려동물동반",126.993907589332,37.4894367666248,음식점
591,591,미스터 처비 내방역,"스테이크, 수제버거",서초구,서울 서초구 방배동 850-32 2층,"미국스타일, 점심식사, 저녁식사, 반려동물동반, 배달",127.042185036372,37.4791020332852,음식점
592,592,호피덕 양재천,"맥주, 수제맥주",서초구,서울특별시 서초구 양재동 89-6,"캐주얼한, 저녁식사, 테이크아웃, 바자리, 주차",126.99535007901,37.483825893932,음식점
593,593,대포식당 방배동,"삼겹살, 목살",서초구,서울특별시 서초구 방배동 924-3,"서민적인, 점심식사, 저녁식사, 셀프코너, 반려동물동반, 주차",127.021941493748,37.5079741722152,음식점
594,594,라파스타앤모어 신논현,"파스타, 국물파스타",서초구,서울특별시 서초구 반포동 723-11,"저렴한, 점심식사, 저녁식사, 반려동물동반",127.021818910809,37.5060973113372,음식점
595,595,시민닭발 반포,"닭발, 숯불닭발",서초구,서울특별시 서초구 반포동 734-26,"존맛, 저녁식사, 반려동물동반, 발렛파킹",126.984225331618,37.4818293782054,음식점
596,596,말차봉 이수역,"카페, 말차",서초구,서울특별시 서초구 방배동 436-28,테이크아웃,127.010319211596,37.4819885581853,카페
597,597,카페디로마 예술의전당,"카페, 에그타르트",서초구,서울특별시 서초구 서초동 1476-11,"편안한, 반려동물동반",126.983063697492,37.4859817857307,카페
598,598,다 피타 시그니처 이수역,"화덕피자, 파스타",서초구,서울특별시 서초구 방배동 3001-2 1층 101-2호,"깔끔한, 점심식사, 저녁식사, 반려동물동반, 주차",127.007617624059,37.5046520662727,음식점
599,599,천진포자 파미에스테이션점,"만두, 중국식만두",서초구,서울특별시 서초구 반포동 118-1 센트럴시티 파미에스테이션 1층 116호,"캐주얼한, 점심식사, 저녁식사, 셀프바, 무료주차, 배달",127.046629825464,37.5471337363572,음식점
600,600,로우 커피 스탠드 뚝섬역,"커피, 라떼",성동구,서울특별시 성동구 성수동1가 8-16,"가성비좋은, 테이크아웃",127.060945437946,37.5412737837937,카페
601,601,프롤라 성수,"커피, 카페",성동구,서울특별시 성동구 성수동2가 272-35,"이국적/이색적, 점심식사, 반려동물동반",127.05589347592,37.5372409743131,카페
602,602,카멜 성수,"커피, 앙버터",성동구,서울특별시 성동구 성수동2가 570-1,"예쁜, 테이크아웃, 반려동물동반",127.056969237375,37.5415157051931,카페
603,603,천상가옥 성수,"카페, 빵",성동구,서울시 성동구 성수동2가 322-4 성수연방 3층,"예쁜, 점심식사, 정원, 반려동물동반",127.059212276787,37.5411139272173,카페
604,604,테니 성수,"커피, 베이커리카페",성동구,서울특별시 성동구 성수동2가 271-7,"유럽풍, 반려동물동반",127.041896367295,37.5478426145621,카페
605,605,카페 차 성수,"카페, 달고나밀크티",성동구,서울특별시 성동구 성수동1가 685-408,"캐주얼한, 점심식사, 테이크아웃, 바테이블, 배달",127.053421009752,37.5448483585189,카페
606,606,쎈느 성수,"카페, 커피",성동구,서울시 성동구 성수동2가 314-2,"깔끔한, 점심식사, 발렛, 반려동물동반, 무료주차",127.051583677295,37.5441957707956,카페
607,607,로우키 성수,"커피, 라떼",성동구,서울특별시 성동구 성수동2가 302-16,"조용한, 로스터리, 반려동물동반, 야외좌석(테라스)",127.053812065311,37.5423070023696,카페
608,608,문화식당 성수,"오므라이스, 삼합",성동구,서울특별시 성동구 성수동2가 310-21,"예쁜, 점심식사, 저녁식사, 반려동물동반, 제로페이, 배달",127.059014775347,37.5440629073092,음식점
609,609,에이투비 성수,"카페, bar",성동구,서울특별시 성동구 성수동2가 277-56 2층,"캐주얼한, 테이크아웃, 반려동물동반",127.039665514518,37.5476667892621,카페
610,610,그레이트커피 서울숲점,"커피, 디저트",성동구,서울특별시 성동구 성수동1가 685-324,"예쁜, 테이크아웃, 반려동물동반, 배달",127.042476851287,37.5457843454815,카페
611,611,체다앤올리 서울숲,"브런치, 카페",성동구,서울특별시 성동구 성수동1가 685-696,"시끌벅적한, 아침식사, 점심식사, 칸막이, 반려동물동반, 주차",127.043602547209,37.5482975418098,카페
612,612,서울앵무새 성수,"카페, 시나몬롤",성동구,서울특별시 성동구 성수동1가 685-213,"예쁜, 아침식사, 점심식사, 테이크아웃, 배달",127.042488590366,37.5481249561491,카페
613,613,메쉬커피 서울숲,"커피, 로스팅",성동구,서울시 성동구 성수동1가 685-307,"캐주얼한, 점심식사, 테이크아웃",127.05267349133,37.5443642270566,카페
614,614,BNHR 성수점,"커피, 카페",성동구,서울시 성동구 성수동2가 302-8,"캐주얼한, 반려동물동반, 주차",127.041664562131,37.5465334551571,카페
615,615,센터커피 서울숲,"커피, 쑥라떼",성동구,서울특별시 성동구 성수동1가 685-478,"조용한, 반려동물동반",127.064595086462,37.5465738640447,카페
616,616,오엔엘 성수동,브런치,성동구,서울특별시 성동구 성수동2가 280-6,"예쁜, 점심식사, 반려동물동반, 주차, 배달",127.058299346087,37.5447172980197,카페
617,617,봇봇봇 성수,"카페, 필스너",성동구,서울특별시 성동구 성수동2가 277-135,"이국적/이색적, 점심식사, 반려동물동반",127.056408223935,37.5410592577644,카페
618,618,세스크 멘슬 성수,"샤퀴테리, 수제소세지",성동구,서울특별시 성동구 성수동2가 322-20 1층,"이국적/이색적, 점심식사, 저녁식사, 콜키지, 콜키지프리, 반려동물동반",127.050933513792,37.5439113372433,음식점
619,619,냐항 성수,"베트남음식, 쌀국수",성동구,서울특별시 성동구 성수동2가 301-87,"이국적/이색적, 점심식사, 저녁식사, 반려동물동반, 배달",127.054441512157,37.5438274206972,음식점
620,620,도렐 성수점,"커피, 클라우드",성동구,서울특별시 성동구 성수동2가 314-12,"캐주얼한, 반려동물동반",127.043016674836,37.5462762757268,카페
621,621,엘더버거 서울숲,"버거, 수제버거",성동구,서울특별시 성동구 성수동1가 668-124,"캐주얼한, 점심식사, 저녁식사, 반려동물동반, 반려동물동반",127.049554263252,37.5454602011316,음식점
622,622,오우도 성수,"커피, 카페",성동구,서울특별시 성동구 성수동1가 16-4,"고급스러운, 아침식사, 정원, 주차",127.057271768372,37.5396905837618,카페
623,623,위드번 성수,수제버거,성동구,서울특별시 성동구 성수동2가 269-278,"캐주얼한, 점심식사, 저녁식사, 셀프바, 배달",127.045695116791,37.5489864649991,음식점
624,624,니드스윗 성수동,"커피, 케이크",성동구,서울특별시 성동구 성수동1가 656-703,"예쁜, 야외테라스, 배달",127.054519620068,37.5466660724246,카페
625,625,루디먼트 성수,"카페, 스콘",성동구,서울특별시 성동구 성수동2가 289-75,"캐주얼한, 테이크아웃, 배달",127.04352139784,37.5461361656374,카페
626,626,중화카츠 서울숲,"돈가스, 카츠",성동구,서울특별시 성동구 성수동1가 668-138,"예쁜, 점심식사, 반려동물동반",127.050995333291,37.5376515243795,음식점
627,627,우디집 성수동,"카페, 커피",성동구,서울특별시 성동구 성수동1가 314,"예쁜, 야외테라스, 반려동물동반",127.047373922608,37.5395469349779,카페
628,628,곡성 성수,"와인바, 와인",성동구,서울특별시 성동구 성수동1가 99-1,"캐주얼한, 저녁식사, 반려동물동반",127.043519772453,37.5464546693751,음식점
629,629,테디스오븐 서울숲,"파블로바, 프랑스식",성동구,서울특별시 성동구 성수동1가 668-50,"예쁜, 점심식사, 저녁식사, 야외테라스, 정원",127.051374706726,37.5442382989622,음식점
630,630,&meal 성수동,"브런치, 샌드위치",성동구,서울특별시 성동구 성수동2가 301-18 3층,"예쁜, 점심식사, 포장가능, 바테이블",127.056712264265,37.5418088339682,카페
631,631,페이퍼 플레이트 성수동,"피자, 조각피자",성동구,서울특별시 성동구 성수동2가 322-21,"뉴욕스타일, 반려동물동반, 배달",127.024438694691,37.5482908096088,음식점
632,632,패딩턴 금호동,"피자, 이탈리안레스토랑",성동구,서울특별시 성동구 금호동3가 225,"캐주얼한, 저녁식사, 반려동물동반",127.045228673946,37.546767845111,음식점
633,633,유어 네이키드 치즈 성수,"와인바, 치즈",성동구,서울특별시 성동구 성수동1가 656-439,"예쁜, 저녁식사, 테이크아웃, 무료주차, 배달",127.054236001484,37.5433315151209,음식점
634,634,굿갓레스토랑 성수역점,"레스토랑, 루프탑레스토랑",성동구,서울시 성동구 성수동2가 316-23 2층,"캐주얼한, 점심식사, 저녁식사, 칸막이, 반려동물동반, 배달",127.02709158091,37.5642808639189,음식점
635,635,상왕제약 왕십리,"카페, 커피",성동구,서울특별시 성동구 하왕십리동 889-1,"깔끔한, 테이크아웃, 야외자리",127.051531779236,37.5434329173223,카페
636,636,칸토 성수,"커피, 카페",성동구,서울시 성동구 성수동1가 16-40,"예쁜, 테이크아웃, 반려동물동반",127.0443611028,37.5470065785328,카페
637,637,늘봄갈비 성수동,"돼지갈비, 숯불갈비",성동구,서울특별시 성동구 성수동1가 656-939,"서민적인, 저녁식사, 반려동물동반",127.039776332727,37.5654012644555,음식점
638,638,인더매스 마장,"카페, 크림치즈",성동구,서울특별시 성동구 마장동 776-1,"캐주얼한, 점심식사, 저녁식사, 야외자리, 로스터리, 무료주차",127.04235245648,37.5465254618433,카페
639,639,쎄콩데live 서울숲,"브런치, 와인",성동구,서울특별시 성동구 성수동1가 668-110 2층,"분위기있는, 점심식사, 반려동물동반, 배달",127.020313880709,37.5910745494325,카페
640,640,문화식당 성신여대,"오므라이스, 다이닝펍",성북구,서울특별시 성북구 동선동2가 150,"예쁜, 점심식사, 저녁식사, 반려동물동반, 반려동물동반",126.9981911532,37.5927651031261,음식점
641,641,문화식당 성북동점,"카페, 레스토랑",성북구,서울특별시 성북구 성북동 122-7,"경관/야경이좋은, 점심식사, 저녁식사, 발렛, 칸막이, 반려동물동반",127.062275001486,37.6133519022718,카페
642,642,카페 그레도 석계역,"베이커리, 빵",성북구,서울특별시 성북구 석관동 168-23,"깔끔한, 아침식사, 점심식사, 테이크아웃, 무료주차, 배달",127.01183244144,37.5915603480617,카페
643,643,서울노마드 성신여대,카페,성북구,서울특별시 성북구 동소문동4가 124-1,"예쁜, 좌식테이블, 반려동물동반, 주차, 배달",127.01884529882,37.5905302333425,카페
644,644,비스트로 이쩜이오 성신여대,"퓨전요리, 술집",성북구,서울 성북구 동선동2가 128 지하,"푸짐한, 저녁식사, 바자리, 넓은테이블",127.020079523491,37.5915825689022,음식점
645,645,샌드위치 하우스 성북구,"패스트푸드, 샌드위치",성북구,서울시 성북구 동선동3가 232,"깔끔한, 아침식사, 점심식사, 저녁식사, 바테이블, 반려동물동반",127.046971864344,37.6180573695748,음식점
646,646,뮈에 북서울꿈의숲,"베이커리, 빵",성북구,서울특별시 성북구 장위동 215-2,"깔끔한, 점심식사, 테이크아웃, 반려동물동반, 반려동물동반, 배달",127.02016012849,37.5906934560891,카페
647,647,카페 스파츠 성신여대,"카페, 한옥카페",성북구,서울특별시 성북구 동선동2가 142-1,"경관/야경이좋은, 야외자리, 좌식",127.021435964754,37.5938437299916,카페
648,648,이태리맨션 성신여대,파스타,성북구,서울특별시 성북구 동선동3가 250-1,"데이트하기좋은, 점심식사, 셀프바, 반려동물동반, 반려동물동반, 배달",127.030819503732,37.6090546984441,음식점
649,649,폴드커피 성북구,"커피, 카페",성북구,서울시 성북구 하월곡동 133,"지역주민이찾는, 점심식사, 테이크아웃, 반려동물동반, 반려동물동반",127.03594150985,37.5979015131598,카페
650,650,정이정 종암동,"카페, 라떼",성북구,서울시 성북구 종암동 10-101,"고급스러운, 반려동물동반, 반려동물동반",127.005159125221,37.5899730097669,카페
651,651,까페 디터틀 성북동,"커피, 한옥카페",성북구,서울특별시 성북구 성북동 184-13,"아늑한, 반려동물동반, 주차, 배달",127.006971472046,37.6087951575634,카페
652,652,도이칠란드 박 성북구,"독일음식, 잠봉뵈르",성북구,서울특별시 성북구 정릉동 372-37,"서민적인, 점심식사, 저녁식사, 테이크아웃, 반려동물동반, 야외좌석(테라스)",127.022639792647,37.5824669416746,음식점
653,653,유즈리스어덜트 보문역,"카페, 디저트",성북구,서울특별시 성북구 안암동3가 107-4,"빈티지, 정원, 야외자리",127.049317345549,37.6165699624931,카페
654,654,카페후프 장위동,카페,성북구,서울특별시 성북구 장위동 237-135,"감성적인, 테이크아웃, 반려동물동반, 반려동물동반",127.01806639112,37.5923091838936,카페
655,655,쵸이양식 성신여대,"양식, 피자",성북구,서울특별시 성북구 동선동1가 85-79 2층,"예쁜, 점심식사, 저녁식사, 셀프바, 반려동물동반, 제로페이",127.018678347941,37.5898567681231,음식점
656,656,동방 성신여대,"쌀국수, 분짜",성북구,서울특별시 성북구 동선동2가 23,"이국적/이색적, 점심식사, 저녁식사, 바테이블, 반려동물동반, 배달",127.048550560518,37.6162604306037,음식점
657,657,599버거 북서울꿈의숲,수제버거,성북구,서울 성북구 장위동 237-280,"지역주민이찾는, 저녁식사, 반려동물동반, 주차, 배달",127.051983370987,37.6088824828696,음식점
658,658,에테르' 상월곡,"카페, 디저트",성북구,서울특별시 성북구 상월곡동 7-194,"예쁜, 반려동물동반",127.011639179336,37.5873141701073,카페
